id,name,street_address,postal_code,latitude,longitude,city_id,category_id,stars,review_count,is_open,delivery,takeout,dinein,outdoor_seating,drivethrough,good_for_working_on_laptop,solo_dining,wheelchair_friendly,alcohol_beverage,healthy_food,fast_comfort_food,braille_menu,all_you_can_eat,coffee,dancing,catering,counter_service,pay_ahead,seating,breakfast,lunch,dinner,dessert,casual,romantic,formal,trendy,with_reservation,usually_a_wait,quick_visit,black_owned,women_led,veteran_led,entertainment,live_entertainment,lgbtq_friendly,fast_service,fireplace,rooftop_seating,sports,college_students,family_friendly,groups,locals,tourists,kids_friendly,wi_fi,bar_onsite,cash_only,checks,credit_cards,debit_cards,nfc_mobile_payments,recycling
abitofsaigon302854814887,A Bit of Saigon, 3503 Kernan Blvd S,32224,30.2854333,-81.4887056,1,[5],4.6,148,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
abosarasotax273355825397,ABO Sarasota, 1534 State St,34236,27.3355378,-82.53979369999999,70,[28],3.9,48,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
abovethewave261179801047,Above The Wave, 409 S Fort Lauderdale Beach Blvd,33316,26.1179801,-80.1047979,10,[37],4.3,15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abranchoflea287025813461,A Branch of Leaves and Roots, 460 N Ronald Reagan Blvd STE 106,32750,28.7025893,-81.3461094,239,[55],4.9,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrazoxxxxxx303365861656,Abrazo, 80 E County Hwy 30A,32459,30.3365037,-86.1656356,270,[52],4.8,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
absofruitlyx284151812401,Absofruitly, 10473 Moss Park Rd,32832,28.4151699,-81.2401375,4,[37],4.5,28,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
absolutelyou260330801562,absolutely outrageousgyros and phillies, 2402 Sheridan St,33020,26.0330911,-80.1562416,12,[9],3.1,15,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
absolutethai304902864946,Absolute Thai Cafe (Valparaiso), 481 S John Sims Pkwy ste f,32580,30.4902597,-86.4946586,479,[4],4.4,78,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
aburgerandwh302911813917,A Burger And Whiskey Bar,,32250,30.2911474,-81.3917854,186,"[40, 27]",4.4,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acapulcocafe274930817964,Acapulco Cafe, 3410 US-17,33890,27.4930762,-81.7964678,702,[14],4.1,73,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
acapulcomexi298957813114,Acapulco Mexican Restaurant, 12 Avenida Menendez,32084,29.8957537,-81.3114722,253,[37],3.4,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
acesneightsx280328824281,Aces N Eights, 2806 E Busch Blvd,33612,28.0328216,-82.4281311,3,"[40, 26]",4.7,48,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
acgriffinand306343817557,A C Griffin and Son Inc, 56340 Griffin Rd,32011,30.6343754,-81.755775,693,[42],4.9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achsahsjamai261658802236,Achsah's Jamaican Restaurant, 5517 W Oakland Park Blvd,33313,26.165817,-80.223641,48,[18],3.7,89,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0
ackeesaltfis276772804080,ackee & saltfish yardi style caribbean food, US-1,32967,27.6772333,-80.40804419999999,231,[18],5.0,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackeetreejam261663801715,Ackee Tree Jamaican Restaurant, 2121 W Oakland Park Blvd,33311,26.1663754,-80.1715732,92,[18],4.0,75,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ackermansnei261087817700,Ackerman's neighborhood Eatery, 2802 Thomasson Dr,34112,26.1087082,-81.7700306,211,[37],4.7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
acmeicehouse302816860197,Acme Ice House, 10343 E County Hwy 30A,32413,30.2816667,-86.01972219999999,214,"[24, 40, 28]",3.2999999999999994,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aconchegobar262313801020,Aconchego Bar & Grill, 7 SE 22nd Ave,33062,26.2313304,-80.1020046,23,[17],4.2,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
acoresdistri295486812118,Acores Distributing Co, 6 Commercial Ct,32137,29.5486264,-81.211837,27,[48],4.9,38,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acostasalesa302562815991,Acosta Sales and Marketing Company, 6600 Corporate Center Pkwy,32216,30.2562828,-81.599121,1,[42],3.2000000000000006,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acquapazzari248250808153,Acquapazza Ristorante, 68450 Overseas Hwy,33001,24.825081,-80.815348,913,"[19, 28, 31]",4.3,33,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
acskybarxxxx285387813811,AC Sky Bar, 333 S Garland Ave Floor 18,32801,28.5387064,-81.38116269999999,4,[40],4.3,88,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
activateacai284044814570,ActivAte Acai Bowls & Smoothie Café, 11062 International Dr #140,32821,28.4044219,-81.4570208,4,[55],4.6,68,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adaptfreshne282504827249,Adapt Freshness, 5413 Main St,34652,28.2504543,-82.7249707,228,[37],4.9,55,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
adbuffalosxx304366842539,A & D Buffalo's, 1500 Apalachee Pkwy,32301,30.436689,-84.253935,9,"[24, 27]",3.5999999999999996,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
addiktxxxxxx257686801887,ADDIKT, 485 Brickell Ave,33131,25.7686625,-80.188727,2,[37],3.9,44,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
addiswonduxx304121843031,Addis Wondu, 1143 W Orange Ave,32310,30.412183,-84.303105,9,[45],4.0,35,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adelaskitche283049814489,Adelas' Kitchen, 4149 W Vine St,34741,28.304957,-81.44891,43,[37],4.8,88,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0
admiraldales272145807953,Admiral Dales, 3201 SE 33rd Terrace # 33,34974,27.2145668,-80.79535419999999,448,[40],3.9000000000000004,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adprivatebar258004801870,AD Private Bartending, 455 NE 24th St Apt 729,33137,25.8004538,-80.1870052,2,[40],4.9,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adrianoscafe279161827585,Adriano's Cafe, 2745 E Bay Dr,33771,27.9161758,-82.7585907,40,[45],4.5,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
adriaticcafe279418827445,Adriatic Cafe, 2241 Nursery Rd,33764,27.9418917,-82.7445908,21,[37],4.2,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
adryanaslati280163821228,Adryanas Latin American & Italian fusion, 115 E Reynolds St ave,33563,28.0163727,-82.1228016,104,[37],5.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
adventelrest284985813955,Adventel Restaurant And Bakery, 4563 S Orange Blossom Trl #1,32839,28.498535,-81.39557099999999,4,[18],4.6,25,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
adventistcom265641819452,Adventist Community Services, 1509 SE 47th Terrace,33904,26.564108,-81.945253,7,[42],4.7,33,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aecaribbeanc264727800976,A&E Caribbean Cafe, 2200 Lake Ida Rd,33445,26.472758,-80.0976024,54,[18],4.1,98,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
aegeanexpres304109867566,Aegean Express, 2351 US-98 w,32569,30.4109548,-86.7566109,530,[49],4.8,45,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aerojuicexxx260115802506,AeroJuice, 156 N University Dr,33024,26.0115503,-80.25061869999999,11,[55],3.7000000000000006,53,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
aerojuicexxx263136800850,AeroJuice, 337 SE 15th Terrace,33441,26.313655,-80.085067,35,[55],4.0,178,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0
aerojuicexxx263394800866,AeroJuice, 1179 S Federal Hwy,33432,26.3394108,-80.08662919999999,28,[55],4.1,58,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
afcfranchise257909801297,AFC Franchise Sushi Bar, 1669 Collins Ave,33139,25.7909153,-80.1297373,45,[2],4.4,14,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0
afcliquorlou281044819723,AFC Liquor & Lounge, 4933 US-98,33809,28.104421,-81.9723794,19,[40],4.0,48,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affordableca280406825096,Affordable Catering, 4108 Gunn Hwy,33618,28.040695,-82.509692,3,[42],4.6,108,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
africancuisi280337824683,African Cuisine, 901 W Busch Blvd suite b,33612,28.033745,-82.468311,3,"[24, 12, 13]",4.6,28,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
africanuniqu297000823694,African Unique - International Marketplace, 5001 NW 34th Blvd,32605,29.7000674,-82.36947169999999,13,[13],4.8,14,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
afterbodymea291752810260,After Body Meals, 933 Beville Rd Unit 101E,32119,29.17525,-81.02609,276,"[60, 55]",4.9,105,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agapibistrog304267871784,Agapi Bistro + Garden, 555 Scenic Hwy,32503,30.4267815,-87.17847239999999,75,[37],4.4,17,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
agaveazulmex303898863257,Agave Azul Mexican Cuisine, 111 Cannery Ln,32550,30.3898753,-86.32578439999999,367,"[40, 28, 14]",2.9,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
agavemexican307116849172,Agave Mexican Grill, 8110 US-90,32460,30.7116052,-84.91727039999999,699,[14],4.3,68,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0
agavetacobar260902802502,Agave Taco Bar - Davie East, 7750 Nova Dr a2,33324,26.0902778,-80.25027779999999,25,"[46, 40, 60, 14]",4.4,78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
agaveveganba260637802611,Agave Vegan Bakery, 8620 Griffin Rd,33328,26.0637813,-80.2611354,127,[32],4.6,38,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
agavexxxxxxx258131803547,Agave, 9739 NW 41st St,33178,25.8131142,-80.3547512,46,"[40, 46, 14, 60, 31]",3.4,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
agoldentaste292132810301,A Golden Taste Of Jamaican Food & Treats, 560 Dr Mary McLeod Bethune Blvd,32114,29.2132194,-81.0301995,38,[18],4.5,6,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
aguamarinase259020802109,Agua Marina Seafood Peruvian Restaurant, 13995 NW 7th Ave,33168,25.9020364,-80.2109985,66,[37],5.0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
aguarojamiam257471803389,Agua Roja Miami, 8872 SW 24th St #2008,33165,25.7471313,-80.3389351,2,[40],4.4,45,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
aguyandadeli258022801911,A Guy and a Deli, 2634 NE 2nd Ave,33137,25.8022469,-80.19118979999999,2,[37],4.9,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ahaduethiopi302782817549,Ahadu Ethiopian Restaurant, 2151 Lane Ave S #206,32210,30.2782228,-81.7549367,1,[13],4.7,88,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ahisushibarx257659802200,AHI SUSHI BAR, 1527 SW 8th St,33135,25.7659677,-80.2200458,2,[2],4.5,68,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ahisushixxxx272678825007,Ahi sushi, 3440 Clark Rd,34231,27.2678457,-82.50077259999999,70,[2],4.2,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ahmedindiang285572812079,Ahmed Indian Grill & Restaurant, 688 N Alafaya Trail Ste #108,32828,28.5572061,-81.2079025,4,"[9, 38, 7]",4.3,58,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
airportdiner258085802714,Airport Diner, 4545 NW 36th St,33166,25.8085357,-80.2714551,287,[37],4.6,18,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
airporthange287870812228,Airport Hanger Bar, 3730 FL-46,32771,28.78703,-81.2228718,57,[40],4.6,127,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
aizasalonatm284942814290,Aiza Salon at Millenia, 4692 Millenia Plaza Way,32839,28.4942995,-81.4290899,4,[43],4.4,97,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ajafoodtruck257336803044,Aja Food Truck (Bird Road), 6795 SW 40th St,33155,25.733689,-80.3044879,2,[27],4.5,24,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ajafoodtruck258021801926,AJA FOOD TRUCK, 120 NE 27th St,33137,25.80214,-80.19265,2,[27],4.0,18,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
